date,FL152000005.Q,LM152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,FL154090005.Q,LM153091003.Q,FL153020005.Q,FL153030005.Q,FL153034005.Q,LM154022005.Q,LM153061105.Q,LM153061705.Q,LM153062005.Q,LM153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153081115.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL163070005.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,LM155012605.Q,LM155012665.Q,LM165012665.Q,LM165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
2018:Q2,121805018,37107358,31066238,27762744,3303494,471099,189121,5380900,84697660,42428,1295016,9106927,1659153,3555778,888448,595556,1881236,190538,1255904,1135188,87383,33333,18246777,11255948,8848571,1706956,26241366,262698,1220139,15678670,219180,15065558,10049913,3858194,319179,580791,257481,358168,35764,106126348,9540000,328995,304698,24297,17928157,17635691,292466,1894616,15349067,691.4188883706183,17712831,63.800721571325944
2018:Q3,124027163,37540957,31451889,28119542,3332347,479696,191655,5417717,86486206,41778,1109252,9153851,1657997,3794419,1063981,675223,1863519,191696,1255864,1137837,85823,32204,19070452,11366045,9180791,1727020,26630521,264082,1234133,15849653,216465,15236355,10145563,3934579,316198,583419,256596,360222,36611,108177510,9910000,333762,310370,23392,18094759,17799346,295413,1925088,15563067,695.0912023167364,17973979,63.919885323879036
2018:Q4,120318183,37846171,31695094,28387225,3307869,485525,193947,5471605,82472012,41837,1166159,9267521,1826392,4001640,1200123,719009,1890156,192352,1226772,1111080,84417,31275,16477434,11337209,8047855,1709872,25850061,265466,1253794,15979547,215870,15366023,10206576,4007042,339030,557664,255711,362276,35378,104338636,9135000,311328,288823,22505,18209742,17912468,297274,1975161,15770966,661.5868420271316,18180649,64.04517877319816
2019:Q1,126567849,38561661,32328591,28880138,3448453,495308,197650,5540112,88006188,40927,1249770,9448387,1946472,4172873,1350855,710566,1913431,198021,1226468,1112340,83848,30280,19278751,11562089,9050178,1741891,26767370,265176,1255835,16010959,214646,15385062,10232885,3994481,324827,552235,280634,374413,36838,110556890,9948000,339422,315847,23575,18369969,18070880,299089,2004724,15988254,691.4881987598503,18647253,64.56774202394739
2019:Q2,129031250,39157503,32864292,29260390,3603902,503356,201239,5588616,89873747,39550,1134018,9455555,1907539,4423364,1502094,795536,1922373,203361,1238861,1126293,83238,29330,19785367,11954173,9447790,1756225,27202850,264886,1263570,16216347,214570,15579084,10318605,4052121,339072,563729,305557,386550,36143,112814903,10267000,352501,328008,24493,18519954,18219223,300731,2037352,16061055,702.4127814519461,18941785,64.73524447213451
2019:Q3,129939167,39487470,33143284,29543803,3599481,509576,203819,5630791,90451697,39431,938305,9663172,2149799,4439481,1552101,764503,1914845,208032,1272851,1161754,82670,28427,19741189,12068908,9401811,1771504,27432835,264596,1267815,16418365,214192,15768469,10408737,4124158,336950,568144,330480,398687,37017,113520802,10396000,350839,326252,24587,18730790,18427431,303359,2062762,16210924,700.273480634192,19135066,64.76845922645774
2019:Q4,133538695,39872299,33482125,29887655,3594470,514913,205363,5669898,93666396,40637,1201234,9844728,2271791,4310786,1400835,779726,1918391,211834,1264821,1155273,82276,27272,21176746,12136126,10010100,1786248,28062387,264306,1296486,16612942,213601,15951621,10478730,4192191,350162,575135,355403,410824,36896,116925753,10949000,371416,346269,25147,18912495,18606986,305509,2088375,16367592,714.3735803508982,19408925,64.93960466286164
2020:Q1,127459712,40626831,34191249,30534058,3657191,525056,208220,5702306,86832881,49995,1308564,10171074,2733913,4263875,1227069,803469,1900899,332438,1404589,1296617,81846,26126,16344615,12289199,8120916,1786692,26791244,269925,1298281,16675581,210758,16007697,10519902,4147839,383924,592212,363820,417709,39417,110784131,9700000,329856,306156,23700,19156611,18848446,308165,2122773,16518917,670.6500833197143,20014156,65.54699018387926
2020:Q2,135324478,41313031,34866240,31262247,3603993,531104,213299,5702388,94011447,43534,1731211,10691507,2948514,3909613,1088217,476957,1924453,419986,1392773,1286523,81116,25134,20006660,12412701,9394718,1827381,28054829,275544,1322462,16681155,208486,16009611,10586010,4097391,375773,578200,372237,424594,38464,118643323,11050000,373498,348181,25317,19317960,19008442,309518,2132370,18071076,656.537126346212,20676237,66.13803863810557
2020:Q3,140085749,42354498,35722998,32028701,3694297,537251,216634,5877615,97731251,47486,1956744,10783706,2784793,3744007,1087695,482914,1933468,239930,1348567,1243336,80948,24283,22063600,12836872,9967116,1865988,28688226,281163,1362983,16938158,207166,16261459,10735639,4142706,364722,637738,380654,431479,38054,123147591,11700000,387422,361660,25762,19883293,19565980,317313,2146690,17580205,700.4900712998564,21293062,66.48119135396719
2020:Q4,148643969,43597055,36804863,32984834,3820029,543533,222418,6026241,105046914,48460,3183800,10300155,2689384,3829036,1148406,485720,1945262,249648,1376879,1272240,80577,24062,26055118,13193489,10996298,1921752,29788554,286782,1377207,17205889,203918,16526643,10864952,4184853,370694,717073,389071,438364,36964,131438080,12661000,425336,398604,26732,20346800,20023380,323420,2156727,17319968,758.8817711940483,22119882,67.0607649564039
2021:Q1,153866415,45086703,38155682,34271959,3883723,554527,223681,6152813,108779712,49812,3550721,10812918,2781805,3247065,700406,392925,1902021,251713,1379009,1272680,82492,23837,28167223,13522500,11493762,1928514,30170378,289726,1386279,17378753,204487,16688981,10980680,4167219,370337,776237,394508,446195,39090,136487662,12900000,438358,412344,26014,21177266,20844238,333028,2180922,19584581,696.913873238076,23291279,67.96016241732782
2021:Q2,161229042,47777316,40496639,36470480,4026159,556635,226872,6497170,113451726,48534,3862909,10603700,2769079,3305208,514035,504726,1894178,392269,1401599,1294636,83777,23186,30509330,14276495,12130075,1965588,30893120,292670,1393419,18102847,204488,17406073,11448066,4385185,370783,802094,399945,454026,38260,143126194,13650000,464369,437173,27196,22176675,21831416,345259,2233866,18342156,780.3128185755007,25022414,68.61004811288473
2021:Q3,164966863,50036217,42492252,38182113,4310139,568941,230953,6744071,114930646,47734,3935442,10740013,2706148,3389605,640591,435217,1839282,474515,1447561,1339611,85236,22714,30839080,15053315,12132142,1983294,30943108,295614,1417591,18456568,203510,17752963,11678217,4460187,383966,825211,405382,461857,38238,146510295,13725000,458454,431111,27343,23160696,22803250,357446,2299035,18348470,798.4878038760836,26503896,69.41442940834625
2021:Q4,169151953,51205652,43389921,38904036,4485885,582530,235122,6998079,117946301,48228,4147504,11063804,2802932,3049464,435654,452449,1811098,350263,1467251,1358583,86631,22037,31684692,15561369,12829618,2000338,31560021,298558,1432523,18851462,202850,18140490,11926693,4548530,423036,831412,410819,469688,38434,150300491,14460000,480267,452578,27689,24042404,23674706,367698,2439271,18382401,817.6325339824315,26977343,69.34330123229374
2022:Q1,171392769,55105019,46998853,42542433,4456420,595292,239822,7271052,116287750,50310,4360594,11115301,2777092,3102975,671454,505217,1656854,269450,1573265,1467413,84534,21318,30981104,15986736,11872203,1990075,30731655,301855,1444585,19049801,204921,18326766,12061325,4576982,437627,833661,417171,477921,40193,152342968,13630000,457683,431715,25968,25130266,24747224,383042,2537893,18247754,834.8587348478314,30481108,71.64871805756854
2022:Q2,166194569,57581170,49317588,44823605,4493983,608241,244653,7410688,108613399,51466,4678488,10683940,2830691,3246491,668293,693399,1614213,270586,1534751,1432306,81981,20464,26006598,16620593,10048823,1961562,29177651,305152,1467193,19405927,202407,18677976,12317875,4694138,457783,784657,423523,486154,39390,146788642,12050000,413432,389303,24129,26103814,25707209,396605,2651474,18501924,793.3696078217288,32505730,72.51922257257087
2022:Q3,163305322,56506363,48063220,43521594,4541626,617815,249003,7576325,106798959,53015,4834223,10342795,2917361,3746540,1052536,879912,1541283,272809,1474327,1374924,79948,19455,25122685,16614162,9353403,1961249,28577688,308449,1493062,19733188,201650,18997748,12527112,4789401,471582,779778,429875,494387,39403,143572134,11375000,388243,365533,22710,26647948,26243878,404070,2767764,18881726,760.3761120154694,30994482,71.21632970290564
2022:Q4,164632584,55634386,47108084,42593662,4514422,627921,252749,7645632,108998198,51651,4550419,10263863,3079951,4435893,1463172,1071643,1620137,280941,1416998,1320391,77732,18875,26474632,16239531,9739410,1987089,28920234,311746,1526781,19950719,201921,19209217,12678379,4894223,494411,705977,436227,502620,36961,144681865,11950000,411297,387985,23312,26981076,26573116,407960,2832781,19178408,754.3997643927968,29915283,70.23411869352769
2023:Q1,167886715,55644042,47004259,42539613,4464646,645743,258721,7735319,112242673,51037,4569921,9843826,3421936,5100735,1924096,1201917,1685391,289331,1392767,1296450,77382,18935,28300909,15912520,10170184,2028341,29586648,315312,1548538,19988792,201994,19238322,12735744,4886711,472876,698610,444381,510494,37982,147897922,12465000,432538,408456,24082,26878291,26472729,405562,2890416,19880214,743.9453227528135,29803869,70.06144741784557
2023:Q2,173346351,58066887,49314584,44757774,4556810,649961,263346,7838996,115279464,47802,4487597,9721637,3607546,5231972,2109994,1132388,1694534,295056,1393529,1298330,75977,19222,29900108,16153648,10599879,2055150,30195297,318878,1566422,20162068,204243,19401459,12829293,4941704,467503,710424,452535,518368,37998,153184283,12955000,450748,426912,23836,26900163,26495107,405056,2906062,20164181,759.6851228210217,31928481,71.33616826577713
2023:Q3,172120199,58503245,49725614,45266118,4459496,659208,268307,7850116,113616954,49827,4229466,9786731,3799340,5330575,2236629,1170004,1625082,298861,1326561,1231621,75438,19502,28939066,16103432,10141452,2042491,29963894,322444,1581676,20347227,204284,19578014,12950040,4962993,467324,736968,460689,526242,38687,151772973,12566000,431510,408612,22898,27298075,26887885,410190,2898230,20320375,746.9004516467751,32316078,71.39131827166064
2023:Q4,176246893,57908558,49089717,44901710,4188007,666992,273666,7878183,118338335,49852,4278900,9830065,3982749,5728997,2385185,1259374,1773890,310547,1350567,1257242,74380,18945,31583801,15599529,10949981,2060476,30979251,326010,1618158,20519739,204008,19742243,13040977,5023700,473583,735140,468843,534116,39372,155727154,13556000,471023,446579,24444,27652592,27237946,414646,2923351,20455046,761.3141208117274,31860733,70.95661285688843
2024:Q1,181428794,58912736,49996517,45835469,4161048,679338,277624,7959257,122516058,53089,4513759,9738719,4025101,5676582,2416088,1165224,1779141,316128,1352659,1260584,73607,18468,34086614,15498627,11708347,2100106,31788664,329382,1644408,20585061,206396,19795598,13078946,4990045,475967,774706,475934,542103,40964,160843732,ND,496726,472123,24603,27736386,27321385,415001,2929694,20721770,776.2065323456411,32756523,71.4654467729944
